Hidden Layers,Number of nodes,Solver,Alpha,Test Set RMSE,Train Set RMSE,Learning Rate,Early Stopping,Learning Rate Init,Activation Function
3,6-4-1,adam,0.0017,70.9648516753708,77.6845473035652,invscaling,False,0.0005,
3,7-2-1,adam,0.0015,70.9657911430676,77.6845747290254,invscaling,False,0.0005,
3,6-4-1,adam,0.0018,70.9662808807417,77.684589138607,constant,False,0.0005,
3,7-4-1,adam,0.0018,70.9664983165287,77.684595561019,constant,False,0.0005,
3,6-4-1,adam,0.002,70.9678752204607,77.6846365842994,invscaling,False,0.0005,
3,5-3-1,sgd,0.002,70.968174400792,,,,,
3,6-4-1,adam,0.0015,70.9701216691845,77.6847048240044,invscaling,False,0.0005,
3,6-4-1,adam,0.002,70.9712693860561,77.6847403134432,constant,False,0.0005,
3,7-4-1,adam,0.0017,70.9716024359343,77.6847506910304,constant,False,0.0005,
3,7-3-1,adam,0.0017,70.9724339318808,77.6847767550018,constant,False,0.0005,
3,6-2-1,adam,0.002,70.9726054328818,77.6847821584043,invscaling,False,0.0005,
3,7-3-1,adam,0.002,70.9733116377461,77.6848045076987,constant,False,0.0005,
3,7-4-1,adam,0.0015,70.9750633836932,77.6848606339094,invscaling,False,0.0005,
3,6-2-1,adam,0.0018,70.977146075454,77.6849286388956,invscaling,False,0.0005,
3,6-4-1,lbfgs,0.0017,70.9848025976081,41.9628756228154,constant,True,0.001,
4,"6,10,10,0.002",sgd,0.002,70.9890521618619,,,,,
3,5-2-2,sgd,0.001,70.9976814345188,,,,,
3,5-2-2,sgd,0.002,71.0092062457156,77.6861481259008,constant,False,,
4,"6,10,20,0.0005",sgd,0.0005,71.040777835144,,,,,
4,"5,3,10,0.0005",sgd,0.0005,71.0705054268353,,,,,
3,6-4-1,lbfgs,0.0017,71.0803403838838,45.2579491648886,invscaling,True,0.0005,
4,"5,10,20,0.001",sgd,0.001,71.0934394944073,,,,,
3,6-3-1,sgd,0.002,71.1800214260991,,,,,
3,5-3-1,sgd,0.001,71.2062382759366,,,,,
3,6-2-1,sgd,0.0015,71.2098502979163,,,,,
2,6-3,sgd,0.0015,71.2141391870663,,,,,
3,6-2-2,sgd,0.0015,71.2152340797311,,,,,
3,5-3-1,sgd,0.0015,71.2178884046271,,,,,
3,5-2-1,sgd,0.002,71.231990098964,,,,,
3,5-1-2,sgd,0.002,71.2539648549432,,,,,
3,6-2-2,sgd,0.001,71.257486801623,,,,,
3,5-3-1,sgd,0.001,71.2714374338226,,,,,
3,6-2-2,sgd,0.0015,71.2763970938498,,,,,
3,5-1-1,sgd,0.002,71.2825497596924,,,,,
3,5-2-2,sgd,0.001,71.2884701200941,,,,,
3,6-1-1,sgd,0.0015,71.2927303731193,,,,,
3,6-3-1,sgd,0.001,71.301371272436,,,,,
3,6-3-1,sgd,0.0015,71.3120865839817,,,,,
3,6-1-1,sgd,0.002,71.3171473563512,,,,,
3,6-2-2,sgd,0.002,71.3235924858177,,,,,
3,6-3-1,sgd,0.0015,71.3637473984857,,,,,
3,5-1-2,sgd,0.0015,71.3639626394579,,,,,
3,6-4-1,lbfgs,0.0015,71.3709468124601,42.1139857168154,invscaling,False,0.002,
3,6-3-1,sgd,0.002,71.3939244003479,,,,,
3,7-4-1,lbfgs,0.0015,71.4332369751319,40.774233940757,invscaling,False,0.001,
2,6-3,lbfgs,0.0015,71.4658017138165,43.8294880495129,invscaling,False,,
3,5-3-2,sgd,0.002,71.4805405393078,,,,,
3,5-3-1,sgd,0.002,71.5105841261989,,,,,
3,6-1-2,sgd,0.0015,71.5306154692564,,,,,
3,6-2-1,sgd,0.001,71.5611854624864,,,,,
3,7-3-1,lbfgs,0.0018,71.5826447683295,41.880414574471,invscaling,True,0.002,
2,7-2,lbfgs,0.0018,71.6159771241751,46.1099407708972,invscaling,False,0.001,
3,6-3-1,sgd,0.002,71.666359872353,,,,,
3,6-2-2,sgd,0.001,71.6871401142727,,,,,
3,5-3-1,sgd,0.002,71.705453847021,,,,,
2,7-2,lbfgs,0.002,71.7127254015741,46.4270161680025,invscaling,False,0.002,
3,6-3-1,lbfgs,0.002,71.7822715836978,45.0771870852121,constant,True,0.0005,
3,6-2-1,sgd,0.002,71.7937111093512,,,,,
3,6-3-1,sgd,0.001,71.9393916644418,,,,,
3,5-1-2,sgd,0.001,71.9708626135284,,,,,
3,6-1-2,sgd,0.002,72.0538194107176,,,,,
3,5-2-2,sgd,0.002,72.0671798696428,,,,,
3,6-4-1,lbfgs,0.0018,72.0765188902714,41.8531146435815,invscaling,False,0.002,
3,6-3-1,lbfgs,0.0017,72.0827768702064,41.5209246549831,constant,False,0.001,
2,6-2,adam,0.0015,72.0844530130922,68.4374367614174,invscaling,True,0.002,
3,7-2-1,lbfgs,0.0017,72.0905428612197,57.3284984885333,constant,False,0.002,
3,6-3-1,lbfgs,0.0017,72.0944213100787,44.0791782207675,constant,True,0.0005,tanh
2,6-4,lbfgs,0.0018,72.0953118679479,42.5316790364035,invscaling,True,0.001,
3,5-1-1,sgd,0.002,72.1528488767604,,,,,
3,6-1-1,adam,0.0015,72.1748570849687,,,,,
3,7-2-1,adam,0.0015,72.2634175566319,77.9147712854071,invscaling,True,0.002,
3,5-1-2,adam,0.0015,72.2705470770913,,,,,
3,5-3-1,sgd,0.0015,72.277638392902,,,,,
3,6-1-2,sgd,0.001,72.2798593911672,,,,,
3,5-2-1,sgd,0.001,72.2990976288443,,,,,
3,7-4-1,adam,0.002,72.3284623261872,77.93360292791,constant,True,0.001,
3,5-2-2,sgd,0.002,72.3655584928558,,,,,
2,7-3,lbfgs,0.0015,72.4051941603043,42.5310974164489,invscaling,True,,
3,5-1-2,lbfgs,0.002,72.6133710308015,,,,,
2,6-3,lbfgs,0.0018,72.6335582650686,43.1822289139342,invscaling,False,0.0005,tanh
3,5-2-1,sgd,0.0015,72.6871836264616,,,,,
3,6-3-2,sgd,0.001,72.7221736433673,,,,,
3,6-1-1,sgd,0.002,72.7340453249207,,,,,
3,5-3-2,sgd,0.0015,72.7355604342906,,,,,
3,6-2-1,sgd,0.0015,72.747667382979,,,,,
2,6-4,adam,0.0018,72.7835632709832,69.9610048214943,invscaling,True,0.002,
3,7-4-1,lbfgs,0.0017,72.7964088491045,43.0842700829819,constant,False,0.0005,
3,5-1-1,sgd,0.001,72.8125583095016,,,,,
3,6-3-2,lbfgs,0.002,72.9532528077138,44.7933867199412,constant,False,,
3,6-2-1,sgd,0.002,72.9601718902353,,,,,
3,6-1-1,sgd,0.001,73.1922316693978,,,,,
3,6-3-2,sgd,0.0015,73.2214118142544,,,,,
3,6-3-1,lbfgs,0.0015,73.3968908676528,43.5334397424607,constant,False,,
3,5-1-1,sgd,0.0015,73.4469835567926,,,,,
3,6-4-1,lbfgs,0.0015,73.5588636089568,41.1766134678221,invscaling,True,0.001,
3,6-3-2,sgd,0.002,73.5866046692909,,,,,
3,6-2-2,adam,0.0015,73.6352946412461,,,,,
4,"3,10,10,0.001",sgd,0.001,73.6623989317441,,,,,
3,5-1-2,sgd,0.0015,73.7096414875443,,,,,
3,6-1-2,adam,0.0015,73.76578591806,,,,,
2,6-4,lbfgs,0.0018,73.8235855115442,43.7194448454463,constant,True,,
3,6-3-1,lbfgs,0.002,74.0518571652943,41.9842388402649,invscaling,True,0.002,relu
3,6-1-1,sgd,0.001,74.1052358134743,,,,,
3,5-3-2,sgd,0.0015,74.2953455683814,,,,,
3,6-1-2,adam,0.001,74.3724608960059,,,,,
3,5-1-2,sgd,0.002,74.5158289789344,,,,,
3,5-1-1,sgd,0.001,74.526584032102,,,,,
3,6-1-1,adam,0.001,74.68613735271,,,,,
3,5-3-2,sgd,0.001,74.7402250307588,,,,,
3,6-3-1,lbfgs,0.002,74.8852097360346,45.0117695861158,invscaling,True,0.002,tanh
3,7-3-1,lbfgs,0.002,75.5368002204163,41.3403224036677,constant,False,0.001,
3,5-1-1,adam,0.002,75.8521519435756,,,,,
2,7-3,adam,0.0015,75.9488794160041,72.7257885169945,constant,True,0.002,
3,6-3-2,sgd,0.001,76.091421260061,,,,,
3,7-3-1,adam,0.002,76.2249199575796,74.4884367661448,constant,True,0.0005,
2,7-2,lbfgs,0.0018,76.5437653975785,46.0371300806594,invscaling,True,0.001,
2,7-2,adam,0.0018,76.5918197405601,75.8448038463188,invscaling,True,0.002,
2,7-3,lbfgs,0.0017,77.1617678404482,43.1619990503597,invscaling,True,,
3,"4,3,0.002",adam,0.002,77.2419413948831,,,,,
3,7-2-1,adam,0.0017,77.3364953071823,80.2790327994569,invscaling,True,0.0005,
3,7-3-1,lbfgs,0.002,78.4699091920628,43.3802733329502,constant,False,0.002,
3,6-1-2,adam,0.002,79.5472119999736,,,,,
3,6-3-1,lbfgs,0.001,80.5710951230624,,,,,
3,5-2-1,sgd,0.0015,81.1696017623694,,,,,
2,7-4,lbfgs,0.0015,81.3804991236207,42.9325534337693,invscaling,True,,
3,7-4-1,lbfgs,0.002,81.8763977360898,39.0433709897114,constant,True,0.002,
3,7-4-1,lbfgs,0.0015,84.3082116685029,38.6308286836361,constant,True,0.002,
2,6-2,adam,0.0018,84.794312433124,81.6059705231024,constant,True,0.001,
2,6-2,lbfgs,0.002,84.9462236905371,48.4251987471714,constant,True,0.0005,
3,5-1-2,sgd,0.001,85.0965490169742,,,,,
3,6-3-1,sgd,0.001,85.1158144606882,,,,,
3,6-1-2,sgd,0.0015,85.1163010725887,,,,,
3,6-3-1,sgd,0.0015,85.1171920363546,,,,,
3,6-2-1,sgd,0.0015,85.2080779463691,,,,,
3,5-3-1,sgd,0.001,85.2456773729372,,,,,
3,5-2-1,sgd,0.001,85.3043210343843,,,,,
3,5-1-1,sgd,0.002,85.3250417222016,,,,,
3,6-1-1,sgd,0.0015,85.3626766449288,,,,,
3,6-1-1,sgd,0.001,85.391108808666,,,,,
3,6-1-1,sgd,0.002,85.4128339340881,,,,,
3,6-2-2,sgd,0.001,85.4169691793495,,,,,
3,5-2-2,sgd,0.002,85.4446971624106,,,,,
3,5-2-1,sgd,0.002,85.4609466049313,,,,,
3,6-2-1,sgd,0.002,85.489715923948,,,,,
3,6-2-2,sgd,0.002,85.6699978802346,,,,,
3,"6,3,0.004",adam,0.004,86.1178722942195,,,,,
4,"6,2,10,0.0005",sgd,0.0005,86.5418765186886,,,,,
2,7-2,lbfgs,0.002,86.8229873014023,42.7494384730768,invscaling,True,0.001,
2,6-3,lbfgs,0.0017,86.8941697697267,47.0997264544136,constant,False,,
3,6-2-1,adam,0.0018,88.0033547368335,86.4551217333244,invscaling,True,0.0005,
4,"5,3,10,0.002",sgd,0.002,88.031476257695,,,,,
2,6-4,lbfgs,0.0018,88.0971758021922,43.1163030493949,invscaling,False,0.0005,
2,7-3,lbfgs,0.0017,89.6487877404152,50.1882902185247,invscaling,True,,
2,6-3,lbfgs,0.0018,91.5502534095092,44.3886111950533,invscaling,True,0.0005,tanh
2,5-2,lbfgs,0.001,93.3905770331213,,,,,
4,"5,10,10,0.0005",sgd,0.0005,95.8544860029537,,,,,
4,"5,10,20,0.001",sgd,0.001,96.1751691912132,,,,,
3,"6,10,0.002",adam,0.002,97.7303901349412,,,,,
3,6-1-2,sgd,0.0015,98.5868845693165,,,,,
3,6-3-1,adam,0.0015,101.341357908523,98.2613118882489,invscaling,True,0.002,
3,"4,2,0.004",adam,0.004,101.627987244882,,,,,
3,6-2-1,sgd,0.0015,102.344672407504,,,,,
3,"6,10,0.004",adam,0.004,103.613296291472,,,,,
3,5-2-1,sgd,0.002,103.625633292342,,,,,
3,"4,2,1",adam,1,103.757678746012,,,,,
3,7-2-1,adam,0.002,105.111155123483,101.467512997869,invscaling,True,0.002,
3,6-4-1,adam,0.002,106.955343486709,103.056849448869,invscaling,True,0.002,
3,7-4-1,adam,0.0017,108.925540949725,104.768382215961,invscaling,True,0.002,
3,6-4-1,adam,0.002,110.072165279172,105.77051530773,constant,True,0.002,
3,7-3-1,adam,0.0015,110.147452343108,105.836464312403,constant,True,0.002,
3,6-4-1,adam,0.0017,114.512873963769,109.689717116953,invscaling,True,0.002,
3,6-3-1,adam,0.002,115.154710504506,110.260806981562,invscaling,True,0.002,
3,7-2-1,adam,0.0017,115.689895268908,110.737834409158,invscaling,True,0.002,
3,6-2-1,adam,0.0015,115.696748469781,110.743947734112,invscaling,True,0.002,
3,6-3-1,adam,0.0017,115.818770496408,110.852816538011,constant,True,0.002,
3,7-3-1,adam,0.002,116.703964036803,111.643731767072,constant,True,0.002,
2,7-2,adam,0.002,117.516760771764,112.371688134072,constant,True,0.002,
3,7-3-1,adam,0.0017,118.783825516085,113.50968128078,constant,True,0.002,
3,7-2-1,adam,0.0018,120.251815571432,114.832850193659,invscaling,True,0.002,
3,"6,3,0.004",adam,0.004,122.513142331613,,,,,
3,6-4-1,adam,0.0017,122.522020299433,116.888247579053,constant,True,0.002,
3,7-2-1,adam,0.0018,122.58888599347,116.948952354568,constant,True,0.002,
3,7-2-1,adam,0.0015,122.695985329492,117.046202747703,constant,True,0.002,
2,6-3,adam,0.0018,123.125899194471,117.436815898464,invscaling,True,0.002,
3,7-4-1,adam,0.0015,123.324057471937,117.616984887259,constant,True,0.002,
3,5-2-1,sgd,0.0015,123.448917037748,,,,,
3,"5,10,0.001",adam,0.001,123.816289658328,,,,,
3,6-2-1,adam,0.0017,124.525249494148,118.710790349409,constant,True,0.002,
3,6-4-1,adam,0.0015,125.455177519496,119.559492218974,constant,True,0.002,
3,"5,2,0.004",adam,0.004,126.012807406094,,,,,
3,5-2-1,adam,0.001,127.115368839199,,,,,
3,"6,3,0.002",adam,0.002,127.351904973582,,,,,
3,"4,3,0.004",adam,0.004,127.658055895839,,,,,
3,5-3-2,sgd,0.001,129.434048811488,,,,,
3,5-3-2,sgd,0.0015,131.70021164285,,,,,
3,"3,2,0.0005",adam,0.0005,131.812628927061,,,,,
3,"5,10,0.002",adam,0.002,133.42232887725,,,,,
3,5-2-2,sgd,0.0015,133.692812266349,,,,,
3,6-3-1,adam,0.0015,134.700108907453,,,,,
3,"5,2,0.001",adam,0.001,134.757517440073,,,,,
3,"5,10,0.004",adam,0.004,135.265052016314,,,,,
3,"4,2,0.0005",adam,0.0005,136.28903609035,,,,,
3,"5,3,0.0005",adam,0.0005,137.486114291752,,,,,
4,"4,10,10,0.001",sgd,0.001,137.527702086222,,,,,
2,6-3,adam,0.0018,137.629123681057,130.803138928115,invscaling,True,0.001,
4,"5,10,20,0.004",sgd,0.004,137.899056447303,,,,,
4,"3,10,20,0.0005",sgd,0.0005,139.490798935142,,,,,
3,5-2-2,sgd,0.0015,141.265717357207,,,,,
3,5-1-1,sgd,0.001,141.406391080897,,,,,
3,"5,3,0.004",adam,0.004,141.633789942052,,,,,
3,"5,10,0.0005",adam,0.0005,142.137935545805,,,,,
4,"3,10,10,0.002",sgd,0.002,142.576476516749,,,,,
3,"6,2,0.0005",adam,0.0005,143.070223928028,,,,,
3,6-2-1,sgd,0.001,144.981560932145,,,,,
3,6-1-1,sgd,0.001,145.787625333856,,,,,
3,5-3-2,sgd,0.002,145.967982082381,,,,,
3,6-3-1,adam,0.002,145.973972473643,138.626462919344,constant,True,0.001,
2,5-1,sgd,0.0015,146.114616594499,,,,,
3,5-2-1,sgd,0.0015,146.310654053793,,,,,
3,6-3-2,sgd,0.0015,146.321337469038,,,,,
4,"6,2,10,0.004",sgd,0.004,146.870113430628,,,,,
3,"6,3,0.002",adam,0.002,147.087086603125,,,,,
4,"4,2,10,0.0005",sgd,0.0005,147.597833723923,,,,,
3,6-2-1,adam,0.0015,148.036543733719,,,,,
2,5-2,sgd,0.002,148.607399411182,,,,,
3,6-3-1,adam,0.0015,148.761235760311,141.256414786494,invscaling,True,0.001,
3,"6,10,0.001",adam,0.001,148.91330811107,,,,,
3,5-3-2,sgd,0.002,149.146774378821,,,,,
3,"5,3,0.0005",adam,0.0005,149.508616780332,,,,,
4,"5,3,10,0.004",sgd,0.004,149.723318037249,,,,,
2,5-2,sgd,0.0015,150.064808781766,,,,,
3,"6,1,0.001",adam,0.001,150.066838843169,,,,,
3,"5,1,0.002",adam,0.002,150.5193834421,,,,,
3,"6,2,0.002",adam,0.002,150.703500279325,,,,,
3,5-1-1,sgd,0.0015,150.724637657734,,,,,
4,"4,10,10,0.002",sgd,0.002,150.754481081723,,,,,
3,"6,3,0.001",adam,0.001,150.948940712985,,,,,
3,"6,2,0.004",adam,0.004,151.06802245047,,,,,
3,6-2-2,sgd,0.002,151.989197502157,,,,,
3,"6,10,0.0005",adam,0.0005,152.153844685001,,,,,
3,"6,2,0.001",adam,0.001,152.157227615919,,,,,
3,"6,2,0.001",adam,0.001,152.750237748389,,,,,
3,"5,3,0.001",adam,0.001,153.145612395766,,,,,
4,"3,10,10,0.0005",sgd,0.0005,153.284174629821,,,,,
3,6-4-1,adam,0.0018,153.546915961695,145.789148602156,constant,True,0.001,
4,"6,2,10,0.001",sgd,0.001,154.202503688691,,,,,
3,"5,2,0.002",adam,0.002,154.247585036986,,,,,
2,5-2,sgd,0.001,154.441036427676,,,,,
3,"6,3,0.0005",adam,0.0005,154.584671517646,,,,,
3,"6,2,0.004",adam,0.004,154.86020998322,,,,,
3,5-3-2,adam,0.0015,154.918824844322,,,,,
2,5-3,sgd,0.002,154.969354178246,,,,,
4,"3,3,10,0.004",sgd,0.004,155.042344760077,,,,,
3,"5,3,0.001",adam,0.001,155.294349990945,,,,,
3,6-3-1,adam,0.0015,155.48082174592,,,,,
3,6-3-2,sgd,0.001,155.517158341071,147.661070328197,constant,False,,
2,6-2,sgd,0.002,155.539084501534,,,,,
4,"3,2,20,0.004",sgd,0.004,155.617930770897,,,,,
3,"5,3,0.002",adam,0.002,156.18708632615,,,,,
4,"5,10,10,0.004",sgd,0.004,156.228909989667,,,,,
3,6-2-2,sgd,0.0015,156.860793637114,,,,,
3,6-1-1,sgd,0.001,156.921962463888,,,,,
2,5-3,sgd,0.001,157.218202844069,,,,,
2,6-2,sgd,0.001,157.58857705734,,,,,
3,6-3-1,adam,0.002,157.618590855811,149.661111623903,invscaling,True,0.001,
3,6-3-1,sgd,0.002,157.649061200756,149.690137349219,constant,False,,
3,5-3-1,sgd,0.001,157.76574287176,,,,,
3,5-3-2,adam,0.0015,157.935634427457,,,,,
3,5-3-1,sgd,0.001,158.013025436791,,,,,
3,"5,3,0.002",adam,0.002,158.040527333039,,,,,
3,6-1-1,sgd,0.0015,158.459787948386,,,,,
2,6-2,sgd,0.0015,158.611520500551,,,,,
3,5-2-1,sgd,0.002,158.656934755824,,,,,
3,"6,2,0.001",adam,0.001,158.923713081371,,,,,
3,5-2-2,sgd,0.001,158.95606082338,,,,,
3,6-1-2,sgd,0.001,159.024532036208,,,,,
2,6-2,adam,0.0018,159.127141930359,151.0989928615,invscaling,True,0.001,
3,6-3-1,sgd,0.002,159.182268374132,,,,,
3,6-3-2,sgd,0.0017,159.275973224257,151.240944986344,constant,False,,
3,5-1-1,sgd,0.002,159.283871460052,,,,,
3,5-2-2,sgd,0.002,159.43107319065,,,,,
3,5-2-1,sgd,0.001,159.46104222205,,,,,
3,"6,3,0.004",adam,0.004,159.861790611153,,,,,
3,6-2-1,adam,0.0018,159.902475695757,151.838669615207,invscaling,True,0.001,
3,"4,1,0.004",adam,0.004,159.939645766009,,,,,
3,6-3-2,sgd,0.001,160.084616925067,,,,,
3,6-2-2,sgd,0.0017,160.460593554783,152.371393128575,constant,False,,
3,6-2-2,sgd,0.002,160.475800755049,,,,,
3,6-2-1,sgd,0.001,160.507999191555,,,,,
3,5-3-2,sgd,0.001,160.583610577371,,,,,
3,"5,1,0.001",adam,0.001,160.594247093575,,,,,
3,"5,3,0.004",adam,0.004,160.658351175233,,,,,
3,6-3-1,sgd,0.001,161.003717763368,,,,,
3,6-2-1,sgd,0.001,161.078651176498,,,,,
3,"5,2,0.001",adam,0.001,161.102424543147,,,,,
3,"6,2,0.002",adam,0.002,161.376809035899,,,,,
3,6-2-1,adam,0.001,161.404366355892,,,,,
3,6-3-2,sgd,0.002,161.727546317243,,,,,
3,"4,2,0.002",adam,0.002,161.986338954625,,,,,
3,"4,3,0.002",adam,0.002,162.162549803108,,,,,
3,5-1-1,adam,0.002,162.673289924602,,,,,
3,6-1-1,sgd,0.001,162.915712186293,,,,,
3,6-2-2,sgd,0.001,163.027479710293,,,,,
3,"5,2,0.0005",adam,0.0005,163.18508881209,,,,,
3,6-3-2,sgd,0.0015,163.314483338054,155.098890131709,constant,False,,
3,"6,3,0.0005",adam,0.0005,163.448910709237,,,,,
3,5-3-1,adam,0.001,164.213421807041,,,,,
3,7-2-1,adam,0.0015,164.255005680813,155.998984775766,invscaling,True,0.001,
3,6-2-2,sgd,0.002,164.69083602113,156.416280768744,constant,False,,
3,5-1-2,adam,0.001,164.842283008261,,,,,
3,5-2-2,adam,0.0015,165.256547578195,,,,,
3,7-3-1,adam,0.002,165.336144780137,157.034375323335,invscaling,True,0.001,
3,5-3-1,sgd,0.0015,165.370238416839,,,,,
3,"5,1,0.004",adam,0.004,165.717885811551,,,,,
3,6-3-1,adam,0.0018,165.843212221154,157.513230316219,invscaling,True,0.001,
3,"6,3,0.001",adam,0.001,165.869543026965,,,,,
3,"5,2,0.004",adam,0.004,165.922756841112,,,,,
3,"6,3,0.001",adam,0.001,166.140481498962,,,,,
3,6-2-1,adam,0.002,167.287365348039,158.904930632589,invscaling,True,0.001,
3,"4,1,0.002",adam,0.002,167.918736276875,,,,,
3,5-2-2,sgd,0.0015,168.490179657128,160.059200455227,constant,False,,
3,6-3-2,sgd,0.002,168.673379046223,,,,,
3,"4,2,0.001",adam,0.001,170.158286376411,,,,,
3,"4,1,0.001",adam,0.001,170.333127873773,,,,,
3,6-1-1,adam,0.002,170.701147093177,,,,,
3,"4,2,0.002",adam,0.002,170.798926240153,,,,,
3,5-1-2,adam,0.002,170.799338558464,,,,,
3,"5,3,0.001",adam,0.001,171.349374199051,,,,,
3,"4,2,0.004",adam,0.004,171.368675642447,,,,,
3,5-3-2,sgd,0.001,171.38410535011,,,,,
3,"4,3,0.004",adam,0.004,171.992667678931,,,,,
3,"4,3,0.001",adam,0.001,172.21000732111,,,,,
3,7-3-1,adam,0.002,172.481363811602,163.895428484461,constant,True,0.001,
3,5-3-1,adam,0.0015,172.663038800073,,,,,
3,"4,3,0.0005",adam,0.0005,172.700510942152,,,,,
3,6-1-1,adam,0.002,173.141430562419,,,,,
3,7-3-1,adam,0.0015,173.254198077329,164.639299434976,invscaling,True,0.001,
3,5-2-2,adam,0.0015,174.258681989822,,,,,
3,6-3-2,adam,0.0015,174.867289021871,166.192967693714,constant,True,,
3,6-2-1,adam,0.002,174.962199069122,,,,,
3,7-2-1,adam,0.0017,175.043197691419,166.362490231491,invscaling,True,0.001,
3,7-2-1,adam,0.002,175.286649475971,166.59711751017,invscaling,True,0.001,
3,6-2-1,adam,0.0018,175.347949336816,166.656200278283,constant,True,0.001,
3,6-4-1,adam,0.0015,175.506011774518,166.808554926406,invscaling,True,0.001,
3,6-2-1,adam,0.002,175.659799950001,,,,,
3,"6,2,0.0005",adam,0.0005,176.580178585642,,,,,
3,"5,2,0.0005",adam,0.0005,176.6219665162,,,,,
3,6-4-1,adam,0.0015,176.736107110148,167.98594373013,constant,True,0.0005,
3,5-3-1,adam,0.001,176.807236284824,,,,,
3,5-1-2,adam,0.002,176.832395720679,,,,,
3,6-2-1,adam,0.0017,176.845885778804,168.100560729436,invscaling,True,0.001,
3,6-3-1,adam,0.001,176.92094766732,,,,,
3,6-1-1,adam,0.0015,176.926932717522,,,,,
3,6-4-1,adam,0.0018,176.945241422988,168.196403157651,constant,True,0.0005,
3,6-2-1,adam,0.0015,176.947590361564,168.198669097878,constant,True,0.0005,
3,"5,1,0.0005",adam,0.0005,177.002404955869,,,,,
3,7-4-1,adam,0.0017,177.04554207085,168.27777815021,constant,True,0.0005,
2,6-2,adam,0.002,177.136150671139,168.407341757268,invscaling,True,0.0005,
3,6-3-1,adam,0.002,177.209149166146,168.463228044202,constant,True,0.0005,
3,6-2-2,adam,0.001,177.289929859816,,,,,
3,5-1-1,adam,0.002,177.305808858379,,,,,
3,5-2-1,adam,0.0015,177.307770623791,,,,,
3,7-2-1,adam,0.0015,177.30827986314,168.546646701676,invscaling,True,0.0005,
3,7-2-1,adam,0.0018,177.318301381384,168.557653482547,constant,True,0.0005,
3,6-3-2,adam,0.002,177.408678833389,168.644175206371,invscaling,True,,
3,6-4-1,adam,0.002,177.438218628907,168.679997874136,constant,True,0.0005,
3,"5,1,0.004",adam,0.004,177.503060548082,,,,,
3,6-4-1,adam,0.002,177.507509729869,168.73859320598,constant,True,0.001,
3,7-4-1,adam,0.0017,177.566781955898,168.797082528903,constant,True,0.001,
3,5-2-2,adam,0.001,177.59088459475,,,,,
3,6-3-2,adam,0.002,177.663543539482,,,,,
3,6-4-1,adam,0.0015,177.695931887339,168.920998410846,invscaling,True,0.0005,
3,"6,1,0.004",adam,0.004,177.710976955655,,,,,
3,6-1-1,adam,0.001,177.763039239419,,,,,
2,6-2,adam,0.0015,177.86069492404,169.080554850029,constant,True,0.001,
3,"5,1,0.001",adam,0.001,177.865540189044,,,,,
3,7-3-1,adam,0.002,177.929773525807,169.146388965429,invscaling,True,0.0005,
3,"6,2,0.002",adam,0.002,177.93070110321,,,,,
3,"6,1,0.0005",adam,0.0005,177.937137059023,,,,,
2,6-3,adam,0.0017,177.945126011988,169.159331371294,invscaling,True,0.001,
3,7-3-1,adam,0.0015,178.075819671797,169.27327410497,invscaling,True,0.0005,
3,6-1-1,adam,0.002,178.081463558348,,,,,
3,"5,2,0.002",adam,0.002,178.117163475464,,,,,
3,6-3-1,adam,0.002,178.142743533748,,,,,
3,6-3-1,adam,0.0018,178.197269029506,169.404608534451,constant,True,0.0005,
3,7-3-1,adam,0.0015,178.21469162203,169.411532603835,constant,True,0.0005,
3,6-1-2,adam,0.001,178.242544835566,,,,,
3,7-4-1,adam,0.0018,178.25281645727,169.458201200527,invscaling,True,0.001,
2,6-4,adam,0.0018,178.258010542125,169.461779300775,invscaling,True,0.0005,
3,7-4-1,adam,0.0015,178.321509268348,169.519149428263,constant,True,0.001,
3,7-3-1,adam,0.0018,178.326094026182,169.528494059732,constant,True,0.001,
3,6-1-2,adam,0.0015,178.3299116495,,,,,
3,7-3-1,adam,0.0017,178.379527494582,169.582410643063,invscaling,True,0.001,
2,7-2,adam,0.0017,178.380991980128,169.565119832013,constant,True,0.0005,
3,5-1-1,adam,0.001,178.413157222022,,,,,
3,6-3-2,adam,0.0015,178.418224733876,,,,,
2,7-3,adam,0.0017,178.418592766456,169.596741773562,invscaling,True,0.0005,
3,6-4-1,adam,0.0017,178.432529373409,169.630533732752,constant,True,0.0005,
3,"5,2,0.001",adam,0.001,178.446954897609,,,,,
2,6-3,adam,0.0017,178.476508975845,169.692969174677,invscaling,True,0.0005,
3,6-2-1,adam,0.0018,178.477448482816,169.720300476639,constant,True,0.0005,
3,7-3-1,adam,0.0018,178.496419407203,169.693369021205,invscaling,True,0.0005,
3,5-1-2,adam,0.001,178.523378475464,,,,,
3,6-1-1,adam,0.001,178.569460840943,,,,,
3,7-2-1,adam,0.0018,178.588999912715,169.782751372139,constant,True,0.001,
3,6-2-2,adam,0.002,178.720633886002,,,,,
3,6-3-1,adam,0.0015,178.772248991279,169.96058737614,constant,True,0.001,
3,6-3-1,adam,0.002,178.781117206724,169.973026222782,invscaling,True,0.0005,
3,6-4-1,adam,0.002,178.806895853954,169.985768617372,invscaling,True,0.0005,
2,7-4,adam,0.002,178.810722184802,169.985420206275,invscaling,True,0.0005,
3,7-4-1,adam,0.0015,178.83826301326,170.011007679167,constant,True,0.0005,
3,7-2-1,adam,0.0018,178.89350452533,170.076766353438,invscaling,True,0.0005,
